,DEMAGE,DEMSEX,DEMREL,DEMINC,COV_SHIELD,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,DEMREG,DEMEDU,DEMWRK,VAC_DEC,COV_VAC_SELF,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,DREAD,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,target_1,target_2
14502,47,Female,Christian,"£45,000 to £54,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,1
14505,36,Female,Atheist or agnostic,"£55,000 to £64,999",Yes,National television,Satellite / international television channels,0,0,0,0,0,0,Government websites,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working part-time,1,1,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1
14507,39,Female,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,0,0,0,Scotland,Undergraduate or postgraduate degree,Working part-time,0,3,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,0
14508,21,Female,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,West Midlands,Undergraduate or postgraduate degree,Student,0,2,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1
14509,50,Female,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,East Midlands,2+ A levels or equivalents,Working full-time,1,4,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0
14513,49,Male,Atheist or agnostic,"£65,000 to £99,999",No,0,0,0,0,0,0,0,0,0,0,Family and friends,0,0,South East,2+ A levels or equivalents,Working full-time,1,1,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1
14517,73,Male,Christian,"Under £15,000",Yes,0,0,0,0,0,0,Healthcare workers,0,0,0,0,0,0,Wales,No academic qualifications,Retired,0,3,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,,0
14518,66,Male,Christian,"£15,000 to £24,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,East Midlands,No academic qualifications,Working part-time,0,1,4.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1
14519,18,Male,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,The internet or search engines,Family and friends,"Work, school, or college",0,Greater London,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,2,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,1
14520,69,Female,Christian,"Under £15,000",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,East of England,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,2,4.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1
14522,65,Female,Christian,"Under £15,000",Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,East Midlands,Other,Unable to work,0,2,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,,1
14524,47,Male,Christian,"Under £15,000",No,National television,0,Radio,0,0,0,0,0,0,0,0,0,0,East Midlands,No academic qualifications,Unemployed,0,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,1
14525,49,Male,Christian,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,Government websites,0,0,0,0,Northern Ireland,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,,1
14527,25,Female,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Yorkshire and The Humber,2+ A levels or equivalents,Student,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1
14528,70,Female,Christian,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1
14529,43,Male,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,,1
14531,33,Female,Atheist or agnostic,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,1,1,3.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
14532,47,Female,Atheist or agnostic,"£35,000 to £44,999",No,0,0,0,0,0,0,Healthcare workers,0,0,0,0,0,0,Scotland,"5+ GCSE, O-levels, 1 A level, or equivalents",Looking after the home,1,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,,1
14537,59,Female,Christian,"£65,000 to £99,999",No,National television,Satellite / international television channels,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,East of England,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
14540,82,Male,Christian,"£15,000 to £24,999",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,Family and friends,0,0,West Midlands,No academic qualifications,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
14542,31,Female,Christian,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Scotland,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,1,2,3.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,,1
14544,37,Female,Atheist or agnostic,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,South East,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,,1
14546,30,Female,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,South West,Undergraduate or postgraduate degree,Looking after the home,1,3,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,,0
14548,34,Female,Atheist or agnostic,"£35,000 to £44,999",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Scotland,Apprenticeship,Looking after the home,1,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
14550,47,Female,Atheist or agnostic,"£25,000 to £34,999",Yes,National television,0,0,0,0,0,0,0,0,0,Family and friends,0,0,South West,2+ A levels or equivalents,Working full-time,0,2,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,,1
14552,57,Male,Christian,"£15,000 to £24,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,East of England,"5+ GCSE, O-levels, 1 A level, or equivalents",Looking after the home,0,3,4.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,,0
14553,58,Male,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Wales,2+ A levels or equivalents,Working full-time,0,1,3.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1
14554,24,Female,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,Radio,0,0,0,0,0,0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,0,1,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
14555,22,Female,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,Other (please specify),North West,Undergraduate or postgraduate degree,Unemployed,0,1,3.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1
14558,52,Female,Atheist or agnostic,"£25,000 to £34,999",No,National television,Satellite / international television channels,Radio,0,0,0,0,0,Government websites,0,0,0,0,East Midlands,"0-4 GCSE, O-levels, or equivalents",Working full-time,0,1,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1
14559,23,Male,Atheist or agnostic,"£55,000 to £64,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,"Work, school, or college",0,Greater London,2+ A levels or equivalents,Working part-time,0,2,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,,1
14560,72,Female,Atheist or agnostic,"£35,000 to £44,999",No,0,0,0,0,0,0,0,International health authorities (such as The World Health Organization),0,0,0,0,0,Wales,2+ A levels or equivalents,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14564,63,Male,Atheist or agnostic,"£45,000 to £54,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,North West,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,,1
14566,72,Female,Christian,"£15,000 to £24,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Retired,0,2,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,1
14567,56,Female,Christian,"£45,000 to £54,999",Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,,1
14568,35,Male,Other,"£35,000 to £44,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Wales,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,1,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1
14570,56,Female,Christian,"£55,000 to £64,999",Yes,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Wales,2+ A levels or equivalents,Unable to work,0,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,,1
14571,45,Male,Atheist or agnostic,"£15,000 to £24,999",No,National television,Satellite / international television channels,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Unable to work,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1
14572,66,Male,Christian,"Under £15,000",Yes,National television,0,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,The internet or search engines,Family and friends,0,0,East Midlands,Undergraduate or postgraduate degree,Retired,0,2,4.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
14575,42,Male,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,East of England,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
14576,54,Male,Christian,"Over £100,000",No,0,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,South East,2+ A levels or equivalents,Working full-time,1,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1
14578,28,Female,Christian,"£55,000 to £64,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,Family and friends,0,0,South West,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,,1
14580,23,Male,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,North West,2+ A levels or equivalents,Working full-time,0,1,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14582,48,Female,Christian,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Unemployed,1,1,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1
14583,75,Female,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1
14585,55,Female,Christian,"Over £100,000",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,East of England,2+ A levels or equivalents,Working part-time,0,2,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,,1
14586,18,Male,Atheist or agnostic,"£45,000 to £54,999",Yes,National television,0,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,"Work, school, or college",0,East Midlands,"5+ GCSE, O-levels, 1 A level, or equivalents",Student,0,2,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,,1
14588,67,Female,Christian,"£45,000 to £54,999",No,National television,Satellite / international television channels,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,Family and friends,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,1,4.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1
14589,57,Female,Other,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Unable to work,0,2,4.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,1
14590,20,Female,Atheist or agnostic,"Over £100,000",No,National television,0,0,0,0,0,0,0,Government websites,0,0,0,0,Greater London,2+ A levels or equivalents,Student,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1
14593,28,Male,Atheist or agnostic,"Over £100,000",No,National television,0,0,0,0,0,0,0,Government websites,0,0,"Work, school, or college",0,South East,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1
14594,66,Female,Christian,"Under £15,000",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,South West,Other,Retired,0,2,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,,1
14597,77,Female,Other,"Under £15,000",No,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,North West,No academic qualifications,Retired,0,1,3.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1
14598,72,Male,Christian,"£25,000 to £34,999",Yes,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1
14599,65,Female,Christian,"Under £15,000",No,0,0,0,0,0,0,0,International health authorities (such as The World Health Organization),0,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14600,61,Male,Christian,"£35,000 to £44,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,East of England,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,2,4.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,,1
14603,44,Female,Atheist or agnostic,"Under £15,000",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Wales,Undergraduate or postgraduate degree,Looking after the home,1,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1
14604,31,Female,Christian,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Wales,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
14605,45,Female,Christian,"£65,000 to £99,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,East Midlands,2+ A levels or equivalents,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1
14607,44,Female,Christian,"£65,000 to £99,999",Yes,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,East Midlands,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,,1
