,COV_DOSE,COV_DOSE_2,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,VAC_PASS_INT,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,DEMAGE,DREAD,DEMREG,DEMSEX,DEMEDU,DEMWRK,DEMREL,DEMINC,COV_INV,DEMNHS,COV_SHIELD,VAC_DEC,Q71,MIST_1,MIST_2,MIST_3,MIST_4,MIST_5,MIST_6,MIST_7,MIST_8,MIST_9,MIST_10,MIST_11,MIST_12,MIST_13,MIST_14,MIST_15,MIST_16,MIST_17,MIST_18,MIST_19,MIST_20,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,intention,VAC_PASS_1,VAC_PASS_2,VAC_PASS_3,VAC_PASS_4,VAC_PASS_5,VAC_PASS_6,VAC_PASS_7,VAC_PASS_UK,intenttarget_1,intenttarget_2,uptaketarget
13765,1,1,4,4,4,4,4,2,1,3.0,3,1,1,3,3,1,69,1,West Midlands,Male,"0-4 GCSE, O-levels, or equivalents",Retired,Atheist or agnostic,"£15,000 to £24,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,0,0,,1,1,5,5,5,5,2,3,,,1.0
13768,2,,2,3,3,4,2,1,1,3.0,3,1,1,3,3,1,65,1,East of England,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,Liberal Democrat,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,0,0,0,0,0,Family and friends,0,0,,3,1,5,5,5,4,2,3,,,1.0
13773,2,,4,4,4,4,4,2,1,5.0,3,1,1,3,3,3,70,3,South East,Male,Apprenticeship,Retired,Christian,"£25,000 to £34,999",Yes,No,Yes,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Real,Real,National television,Satellite / international television channels,0,0,0,0,0,0,0,0,Family and friends,0,0,,1,2,4,5,5,5,3,5,,,1.0
13775,1,1,4,3,3,3,3,1,1,3.0,2,1,1,2,3,1,77,2,Greater London,Male,2+ A levels or equivalents,Retired,Atheist or agnostic,"£55,000 to £64,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Fake,Fake,0,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,5,2,5,5,5,5,3,3,,,1.0
13776,2,,4,4,4,4,3,4,1,3.0,3,1,1,3,3,2,69,2,South East,Male,Undergraduate or postgraduate degree,Retired,Christian,"£55,000 to £64,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,4,3,4,5,5,1,4,3,,,1.0
13777,1,1,4,4,4,4,4,2,1,5.0,2,1,2,2,2,2,65,3,South West,Male,"0-4 GCSE, O-levels, or equivalents",Retired,Atheist or agnostic,"£15,000 to £24,999",Yes,No,Yes,0,Reform Party ,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,0,0,0,Government websites,The internet or search engines,0,0,0,,1,1,5,4,3,5,5,5,,,1.0
13778,1,1,3,3,3,3,3,2,2,5.0,3,1,1,3,3,1,69,2,East of England,Male,No academic qualifications,Retired,Christian,"Under £15,000",Yes,No,No,0,Reform Party ,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,National television,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,4,4,4,4,3,5,,,1.0
13780,1,1,4,4,4,4,1,1,4,3.0,3,1,1,3,2,2,71,1,South East,Male,2+ A levels or equivalents,Retired,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,National television,Satellite / international television channels,0,Newspapers,0,0,0,0,Government websites,0,0,0,0,,4,1,1,2,2,3,4,3,,,1.0
13783,1,1,3,4,3,4,4,1,1,3.0,2,1,2,2,2,2,68,3,East of England,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,0,Green Party,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,National television,0,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,3,4,4,4,4,3,4,3,,,1.0
13784,1,1,4,4,4,3,3,2,1,4.0,2,1,1,2,2,1,70,2,South East,Male,Apprenticeship,Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Fake,Fake,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,,4,4,3,2,3,3,4,4,,,1.0
13787,2,,4,4,4,4,3,3,1,5.0,2,2,3,1,1,2,78,3,West Midlands,Male,No academic qualifications,Retired,Christian,"Under £15,000",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Fake,Fake,Real,National television,0,0,0,0,0,Healthcare workers,0,0,0,0,0,0,,2,2,5,4,3,5,4,4,,,1.0
13788,1,1,4,4,4,4,4,3,1,5.0,3,1,2,3,3,2,69,1,North East,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£35,000 to £44,999",Yes,No,No,0,Conservative,Real,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Real,Fake,Fake,Fake,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,0,0,,2,3,4,3,4,4,4,1,,,1.0
13789,2,,4,3,3,4,3,2,1,5.0,1,2,1,1,1,2,66,3,Greater London,Male,"0-4 GCSE, O-levels, or equivalents",Retired,Atheist or agnostic,"£45,000 to £54,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,0,0,0,,4,4,2,4,4,2,2,5,,,1.0
13790,,,4,4,4,4,4,4,4,4.0,3,3,3,3,3,3,21,3,West Midlands,Male,2+ A levels or equivalents,Working full-time,Christian,"£45,000 to £54,999",No,No,No,1,Labour,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,0,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,1.0,5,5,5,5,5,5,5,4,1.0,1.0,
13795,1,1,4,4,4,4,4,4,4,5.0,2,2,2,2,1,2,66,3,North East,Male,2+ A levels or equivalents,Retired,Christian,"£15,000 to £24,999",Yes,No,Yes,0,Conservative,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,National television,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,4,5,5,5,4,3,,,1.0
13798,2,,4,4,4,4,3,2,1,5.0,3,1,1,2,2,1,76,2,West Midlands,Male,"0-4 GCSE, O-levels, or equivalents",Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,3,5,2,3,1,4,5,3,,,1.0
13799,2,,3,3,3,3,3,3,2,3.0,2,1,1,2,2,1,71,2,East of England,Male,No academic qualifications,Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,2,2,4,3,3,4,2,3,,,1.0
13800,1,1,4,4,4,4,4,4,1,3.0,2,1,2,2,2,3,71,1,Yorkshire and The Humber,Male,No academic qualifications,Retired,Christian,"£35,000 to £44,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,1,3,5,4,4,5,4,3,,,1.0
13801,1,1,4,4,4,4,4,1,1,5.0,3,1,1,2,2,2,69,2,East Midlands,Male,Other,Retired,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,Fake,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13802,1,1,4,4,4,4,4,4,1,5.0,3,1,3,3,3,1,68,1,North East,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,National television,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,5,5,1,3,,,1.0
13804,1,1,4,4,3,4,4,1,1,5.0,2,2,1,2,2,2,77,2,South East,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£35,000 to £44,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,1,1,5,4,4,5,4,5,,,1.0
13805,1,1,4,4,4,4,4,1,1,5.0,1,3,3,1,1,3,66,3,South East,Male,No academic qualifications,Retired,Other,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13806,1,1,4,4,4,4,3,4,1,5.0,2,1,2,2,2,2,46,2,West Midlands,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Christian,"£45,000 to £54,999",Yes,No,Yes,1,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Fake,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,Family and friends,0,0,,5,3,4,4,5,5,5,5,,,1.0
13808,1,1,4,4,4,4,3,3,1,3.0,2,2,2,2,2,3,72,3,East Midlands,Male,Apprenticeship,Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Fake,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,2,3,3,2,2,4,2,3,,,1.0
13811,,,3,4,4,3,3,3,1,5.0,3,2,3,2,2,3,71,1,Greater London,Male,Undergraduate or postgraduate degree,Retired,Christian,"£65,000 to £99,999",No,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Real,Fake,Real,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,Family and friends,0,0,1.0,5,4,1,1,1,1,1,3,1.0,1.0,
13814,,,4,4,4,4,3,4,1,4.0,3,2,1,3,2,2,25,4,Greater London,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£65,000 to £99,999",No,No,No,1,Labour,Fake,Fake,Real,Real,Real,Real,Real,Real,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Fake,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,1.0,5,5,4,5,4,5,4,4,1.0,1.0,
13815,1,1,3,4,4,4,3,3,4,1.0,3,3,3,3,3,3,24,4,Greater London,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£45,000 to £54,999",Yes,Yes,Yes,1,Conservative,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,5,5,5,5,5,5,5,1,,,1.0
13817,1,1,1,1,3,3,3,1,2,3.0,2,3,3,2,1,2,67,3,West Midlands,Male,No academic qualifications,Retired,Christian,"Under £15,000",Yes,No,Yes,0,Conservative,Real,Real,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,0,Satellite / international television channels,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,Government websites,0,0,0,0,,3,3,5,5,3,5,4,4,,,1.0
13818,,,3,3,4,3,2,1,1,3.0,3,3,2,3,2,3,18,1,East Midlands,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Student,Atheist or agnostic,"£25,000 to £34,999",No,No,No,0,Labour,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,0,0,International health authorities (such as The World Health Organization),0,0,0,0,0,2.0,5,3,4,4,1,2,3,4,,1.0,
13819,1,1,3,4,4,4,3,4,1,5.0,1,2,2,1,1,3,72,4,East Midlands,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"£55,000 to £64,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Fake,Real,Fake,Real,Real,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,,2,1,5,5,5,5,4,5,,,1.0
13820,2,,4,4,4,4,4,4,1,5.0,3,1,3,3,3,1,65,1,Greater London,Male,Apprenticeship,Working full-time,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,National television,0,Radio,0,0,0,0,0,0,0,0,0,0,,1,3,5,5,5,5,3,5,,,1.0
13822,2,,4,4,4,4,3,1,1,3.0,2,2,2,1,1,2,69,3,Yorkshire and The Humber,Male,Other,Retired,Christian,"£15,000 to £24,999",Yes,No,Yes,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Real,Real,Fake,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,,3,4,3,4,4,4,4,3,,,1.0
13823,1,1,3,3,3,4,3,4,4,2.0,3,3,2,3,3,2,65,2,Yorkshire and The Humber,Male,No academic qualifications,Working part-time,Atheist or agnostic,"£25,000 to £34,999",Yes,No,Yes,0,Conservative,Real,Fake,Fake,Real,Real,Fake,Fake,Real,Fake,Real,Real,Real,Real,Fake,Real,Fake,Real,Real,Fake,Real,National television,Satellite / international television channels,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,0,0,,3,4,2,3,4,5,3,3,,,1.0
13824,1,1,4,4,4,4,4,3,1,5.0,2,2,3,1,1,3,73,4,West Midlands,Male,No academic qualifications,Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Fake,Fake,Real,Real,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,Family and friends,0,0,,2,1,5,4,3,5,5,5,,,1.0
13825,1,2,3,4,4,4,3,3,1,3.0,3,1,1,3,2,1,74,1,East of England,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,0,0,0,0,0,Government websites,0,0,0,0,,5,5,1,1,1,1,5,3,,,1.0
13827,1,2,3,3,3,2,1,1,1,1.0,2,1,1,2,2,1,72,1,Northern Ireland,Male,Undergraduate or postgraduate degree,Retired,Christian,"£35,000 to £44,999",Yes,No,No,0,Other/Not eligible,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Fake,Fake,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,1,5,1,1,1,1,1,1,,,1.0
13828,2,,4,4,4,4,3,3,1,5.0,3,1,1,2,3,2,79,2,South West,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"£25,000 to £34,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,,1,1,5,5,5,5,1,5,,,1.0
13830,1,1,3,4,4,3,4,3,1,3.0,3,1,1,3,2,1,67,1,East Midlands,Male,Other,Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Fake,National television,Satellite / international television channels,0,Newspapers,0,0,0,0,0,0,0,0,0,,3,3,4,3,3,4,4,3,,,1.0
13831,3,,1,1,1,1,1,4,4,1.0,3,1,3,3,3,1,76,1,South West,Male,No academic qualifications,Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Reform Party ,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Real,0,0,0,0,0,0,0,0,0,0,0,0,Other (please specify),4.0,5,5,1,1,1,1,1,1,0.0,0.0,0.0
13832,1,1,3,4,4,4,3,2,1,5.0,3,1,1,3,3,1,65,1,South West,Male,Undergraduate or postgraduate degree,Working part-time,Christian,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Real,Real,Real,Fake,Real,Fake,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13834,1,1,4,4,4,4,4,1,1,3.0,2,3,2,2,2,3,73,3,South West,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,Liberal Democrat,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,,1,2,4,4,5,4,4,3,,,1.0
13835,,,4,4,3,3,3,1,1,3.0,2,3,2,1,1,3,26,3,Northern Ireland,Female,Undergraduate or postgraduate degree,Unemployed,Atheist or agnostic,"Under £15,000",No,No,No,0,Other/Not eligible,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Real,Real,Real,Real,National television,0,0,Newspapers,"Social media (Facebook, Twitter, etc)",0,0,0,0,The internet or search engines,Family and friends,0,0,2.0,5,3,2,1,3,2,4,3,,1.0,
13836,1,1,4,4,4,4,4,2,1,3.0,3,1,1,3,3,1,78,1,South East,Male,No academic qualifications,Retired,Christian,"£15,000 to £24,999",Yes,No,Yes,0,Labour,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,0,Satellite / international television channels,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,3,3,3,4,3,,,1.0
13838,,,4,3,3,1,3,2,1,4.0,1,3,2,1,2,2,32,3,West Midlands,Female,2+ A levels or equivalents,Working part-time,Muslim,"£15,000 to £24,999",No,No,No,0,Labour,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Fake,Real,Real,0,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,1.0,4,4,2,3,2,3,5,4,1.0,1.0,
13839,,,3,2,3,2,4,4,3,4.0,3,2,1,1,3,2,21,3,West Midlands,Male,No academic qualifications,Student,Other,"Over £100,000",No,Yes,No,0,Local independent,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Fake,Real,Real,0,0,0,0,0,0,0,0,0,0,Family and friends,0,0,3.0,2,4,3,2,3,5,3,5,,0.0,
13841,1,1,4,4,4,4,4,3,1,3.0,3,1,1,3,3,2,73,1,Yorkshire and The Humber,Male,Undergraduate or postgraduate degree,Retired,Christian,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,2,1,4,5,5,4,3,3,,,1.0
13842,1,1,4,4,4,4,4,4,1,5.0,3,1,1,3,3,1,67,3,South East,Male,Other,Working full-time,Christian,"£15,000 to £24,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Real,Real,Fake,Fake,National television,0,0,0,0,0,0,0,Government websites,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13843,,,4,4,4,4,4,3,1,1.0,2,1,1,3,3,1,31,2,South East,Male,"0-4 GCSE, O-levels, or equivalents",Working full-time,Christian,"£55,000 to £64,999",No,No,No,0,Labour,Fake,Real,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,1.0,4,5,4,5,4,3,4,3,1.0,1.0,
13844,,,4,4,1,4,2,1,1,5.0,3,1,1,3,3,1,19,1,South East,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"Over £100,000",No,No,No,1,Other/Not eligible,Fake,Real,Real,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Real,Fake,National television,0,Radio,Newspapers,0,0,0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,1.0,5,5,1,5,5,1,4,4,1.0,1.0,
13846,1,1,4,4,4,4,2,1,1,3.0,1,3,2,1,1,3,79,4,West Midlands,Male,Undergraduate or postgraduate degree,Retired,Christian,"£45,000 to £54,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,0,0,0,0,0,0,0,0,0,0,,1,3,5,5,5,5,1,3,,,1.0
13847,1,1,4,4,4,4,3,4,1,3.0,3,1,1,3,3,1,74,1,East of England,Male,No academic qualifications,Retired,Other,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,National television,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,5,5,5,3,,,1.0
13848,1,1,3,4,4,4,3,2,1,5.0,1,2,2,1,2,3,65,2,East Midlands,Male,"0-4 GCSE, O-levels, or equivalents",Working part-time,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Fake,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,,2,1,5,4,4,5,4,5,,,1.0
13851,,,4,4,4,1,1,4,2,5.0,2,3,3,2,2,3,24,4,West Midlands,Male,Undergraduate or postgraduate degree,Student,Muslim,"£65,000 to £99,999",No,No,No,1,Labour,Fake,Real,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,Real,0,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,1.0,3,3,5,5,5,5,5,5,1.0,1.0,
13852,1,1,4,4,4,4,4,4,1,5.0,3,1,1,3,1,1,68,2,East Midlands,Male,Apprenticeship,Retired,Christian,"£15,000 to £24,999",Yes,No,Yes,0,Liberal Democrat,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Fake,Real,Real,Fake,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,,5,5,5,5,5,5,5,5,,,1.0
